id,repo,number,url,created_at,category,reply_count,question_title,question_text,replies_text
11,pallets/flask,5740,https://github.com/orgs/pallets/discussions/5740,2025-05-21T02:01:42Z,Q&A,2,How to use g in generator?,"How to use g in generator? app = current_app._get_current_object() return Response(generate_res(app, g.token), content_type='text/event-stream')  I use a generator to implement streaming responses. But I found that I can't use g in the generator, and it says it's out of context.","[1] davidism: You're looking for the stream_with_context function/decorator, documented here: https://flask.palletsprojects.com/page/patterns/streaming/#streaming-with-context"
12,pallets/flask,5728,https://github.com/orgs/pallets/discussions/5728,2025-05-12T06:58:16Z,Ideas,2,Suggestion to Include “AirFlask” in Flask Documentation – A Tool to deploy flask web apps in production,"Suggestion to Include “AirFlask” in Flask Documentation – A Tool to deploy flask web apps in production I am Naitik Mundra author and maintainer of an open source python library called AirFlask, https://pypi.org/project/airflask/ AirFlask is the  ""Simplest way to host flask web apps in production - Using nginx and gunicorn."" It will be extremely helpful for beginners who want to host their web apps in production, or people who don't wanna deep dive into setting up gunicorn and nginx and just want to build flask apps. Airflask is an open-source linux based cli python library that automates deployment of flask apps, from optimizing hosting needs relative to server size to managing multiple apps, AirFlask does it all. It handles what kind of gunicorn workers, threads  the webapp will require and how many of them, It also handles ssl and domain management with a single command. The source code and usage tutorial is available at -  https://github.com/naitikmundra/AirFlask If we could discuss the addition of AirFlask to the flask documentation it would be fantastic, and it will definitely make flask deployment in production easier.","[1] RonnyPfannschmidt: At first glance its completely unclear how this integrates with  deployment secrets configuration commonly used container schemes modern frontends  Its unclear how and why anyone should use it and how to use it safely In particular it seems to actively complicate devops/gitops  [2] naitikmundra: I agree, I have never been into professional development before, but from the feedback received, here is how I plan. Here's how you can transition AirFlask into something *concrete, authentic, secure and easy*:  1. Replace all sudo calls with instructions or checks that guide the user instead of taking over the system. 2. *Modularize*: Make it plugin-friendly so users can opt into Docker, secrets, etc. 3. *Add production use cases*: e.g., “Here's how AirFlask fits into a GitHub Actions + Docker + Gunicorn workflow.”  I think that will make it better and hopefully I can get back to you soon with this, please share if you have any other feedback. Thanks and Regards … On Mon, May 12, 2025 at 6:37 PM David Lord ***@***.***> wrote:  Agreed, looking at the code this does not look like a good/salvageable  idea. It's calling sudo all over the place, which is concerning. This is  absolutely not how anyone should be deploying an application.   —  Reply to this email directly, view it on GitHub  <#5728 (reply in thread)>,  or unsubscribe  <https://github.com/notifications/unsubscribe-auth/AVP4ZWKZL7763IATXE26ON326CMJRAVCNFSM6AAAAAB45BWROCVHI2DSMVQWIX3LMV43URDJONRXK43TNFXW4Q3PNVWWK3TUHMYTGMJRHAYTGOI>  .  You are receiving this because you authored the thread.Message ID:  ***@***.***>"
13,pallets/flask,5725,https://github.com/orgs/pallets/discussions/5725,2025-05-08T14:30:22Z,Q&A,2,Swagger Docs for Flask App,"Swagger Docs for Flask App I would like to create Swagger Docs for a Flask application. I am currently discovering the options. I imagine having something like OpenAPI, for example in FastAPI. I have googled if there is an extension for Flask. While I found some they didn't seem to be actively maintained. What is the recommended option?","[1] miguelgrinberg: APIFairy is maintained. Disclaimer: I'm the author. :)  [2] davidism: These are actively maintained projects I'm aware of:  Flask-Pydantic is part of Pallets-Eco and is actively maintained by the community. (But it doesn't generate openapi yet) Quart-Schema uses Quart (async Flask) and supports Pydantic and Marshmallow serializers. APIFlask Flask-Smorest Flask-Rebar  These two don't seem as active, but still have fairly recent commits:  Flask-Resty uses marshmallow uapi uses cattrs  I'll also note that beyond keeping compatibility with Flask/Werkzeug, Marshmallow/Pydantic, or OpenAPI changes, I'd expect most of these libraries to be somewhat quiet. If a library works and has the features you need, don't discard it only because of a lack of recent commits."
14,pallets/flask,5704,https://github.com/orgs/pallets/discussions/5704,2025-03-30T06:25:37Z,Q&A,3,Flask sessions cause tabs to freeze,"Flask sessions cause tabs to freeze Hey! 🐶 I have a Flask app and I'm running into a weird issue that I think has to do with sessions - but I'm not sure how. So when connecting to my web app everything works great and requests flow smoothly. However, if I open another tab of the app in the same browser - all requests in both tabs get stuck in a pending state and the app is unusable. The second that I close one of the tabs, requests start flowing again and all the old pending ones fire instantly. This doesn't occur when opening multiple tabs in different browsers, or when opening another tab in Incognito, only when it's on the same browser. How I handle sessions Session are created on user login - if(correct_login): #Correct login.     session[""username""] = username     session[""last_modified""] = datetime.now()  I have a before_app_request hook that checks session validity with each request. Every user initiated request also updates last_modified with session[""last_modified""] = datetime.now(). Other then that some routes use session data like the username in their process. All session are stored in a Redis instance. However this issue still persists when using another method like Filesystem. Is my approach to sessions wrong? Is this a known issue with sessions and I should consider another tool? Any help would be appreciated 🙏 versions flask 2.2.5 flask-session 0.8.0 redis 7.4.2","[1] ranveer9: Flask-session locks the sessions file or Redis Key for the duration of the request. This is especially visible when both tabs have the same session. some solutions :  Use Flask-KVSessiion with simplekv - it provides better session management without aggressive locking. Instead of session[""last_modified""] = datetime.now(), do something like: if time.time() - session.get(""last_modified"", 0) > 30: session[""last_modified""] = time.time() might reduce lock contention by avoiding frequent writes.  [2] marcnarc: Why is @PabloChorda's reply marked as spam? It's valid advice!  [3] aenglander: Due to this type of contention and other possible collisions, I have exclusively used cookie-based sessions for a long time."
15,pallets/flask,5699,https://github.com/orgs/pallets/discussions/5699,2025-03-25T14:58:51Z,Q&A,1,Propagating errors from Blueprint  Error Handlers to App's Error Handlers,"Propagating errors from Blueprint  Error Handlers to App's Error Handlers I have a use case where I need to perform cleanup and rollback operations when a specific exception class is raised in any of the view functions registered to a particular Flask blueprint. After completing the cleanup, I want to propagate this exception to Flask's global error handler, which performs additional cleanup and formats the error response. I am considering explicitly calling app.handle_user_exception(exception), but this requires importing the entire app context  into the utility layer, which seems unnecessary.  Am I doing something wrong conceptually? Is there a better way to achieve this without manually invoking handle_user_exception?  Would appreciate any insights or best practices for handling such scenarios in Flask.",[1] davidism: Re-raise the error from the blueprint's error handler.
16,pallets/flask,5694,https://github.com/orgs/pallets/discussions/5694,2025-03-22T15:24:02Z,Q&A,1,"Question about ""redirect"" which used in Cross-site","Question about ""redirect"" which used in Cross-site When I use the redirect to transmit the Cookie across site, it seems ineffective(That is, the redirected website does not get the Cookie). Here's my code, the origin url is https://ip:port/index. How can I fix the bug?         response = make_response(redirect(""https://www.google.com/""))         response.set_cookie(             'test',             'test_cookie',             samesite=None,             secure=True         )         return response","[1] davidism: That's not how cookies work, and is not specific to Flask. You can only set cookies on your domain, not other domains. When the browser gets the redirect response, it makes a new request to the new location, with that domain's cookies, not yours. There is no way to fix this because it's working as intended."
17,pallets/flask,5684,https://github.com/orgs/pallets/discussions/5684,2025-02-28T18:53:38Z,Q&A,2,version policy,"version policy Hi, is there a versioning policy for Flask and its related packages? The version tag format looks like semver but is evidently not. It would be great to clarify this somewhere that can be referenced so that developers can plan accordingly",[1] dctalbot: You might consider switching to https://calver.org/ or something else  [2] davidism: https://palletsprojects.com/versions
18,pallets/flask,5680,https://github.com/orgs/pallets/discussions/5680,2025-02-18T09:21:49Z,Q&A,1,How to solve,"How to solve response = {         ""status"": ""ok"",         ""message"": ""Success"",         ""response"": url     }     return jsonify(response) In this getting output like this {""message"": ""success"", ""response"": url, ""status"": ""old""} How to solve that getting incorrect output I need this like {         ""status"": ""ok"",         ""message"": ""Success"",         ""response"": url     }  How to solve","[1] ThiefMaster: what exactly is your problem? the order? if yes, there's a flask setting  to disable sorting of json keys"
19,pallets/flask,5668,https://github.com/orgs/pallets/discussions/5668,2025-01-10T08:58:37Z,Ideas,4,Consider supporting HOT reload with `hmr`?,"Consider supporting HOT reload with `hmr`? Hot Module Replacement has been existed in JavaScript ecosystem for a long time, but Python web applications are still using full reloads by default. To solve this situation, I implemented the hmr package, which does the fine-grained dependency tracking, on-demand reloading jobs. Here is a demo of what the results look like:                    flask.mov                   Obviously the a.py runs everytime in flask run --reload but reloads only when needed in hmr app.py. But everything else works fine (at least for this small demo) You may say that user should use lazy imports and cache expensive calculations themselves, but in fact not every function can be cached, and lazy imports may lead to ugly code style. This can be solved with on-demand hot reloading without overhead. So I believe this is the future. Although this is just a minimal demo, but I value hmr's potential in the Python ecosystem, and believe that with our efforts this is a reachable goal. TipYou can try the example above here with hmr app.py   About hmr, you can refer to its README for details.","[1] ThiefMaster: IMHO this adds a huge risk of weird bugs. People can add something like this themselves in their app if they want that.  [2] CNSeniorious000: I really understand that this may never become a default behavior, and I can see your concern regarding potential risks that could arise. However, I feel it would be a bit of a pity to close this issue so quickly. Would it be possible to move it to a discussion instead? I'd love to explore whether there might be others in the community who are interested in trying it out and contributing ideas. Thanks again for considering! 😊  [3] ThiefMaster: Closed issues don't prevent discussions, it's not locked :)  [4] tombohub: how do we run flask with it? Does it reload on template change?"
20,pallets/flask,5663,https://github.com/orgs/pallets/discussions/5663,2024-12-30T00:23:50Z,Q&A,1,Why do I get so much complaint from pylance on Flask?,"Why do I get so much complaint from pylance on Flask? I'm new to flask and is still learning how to use it. I found this simple example and pasted it in VS Code with Type Check in Strict mode. I starts to get bombarded with type issue in almost every single line of code I use flask. What is going on? How do I fix that? I'm using flask 3.1.0 and I have types-flask 1.1.6 installed.  It seems the fundamental issue is that Pylance doesn't know what jsonify will return, and it doesn't konw about the json attribute of request. Is there a way to fix this? The code itself seems to be running correctly. I want to avoid this issue while using strict type checking.",[1] FlysonBot: I realized that types-flask is for old version only. I uninstalled it and now the complaint goes down to just the line request.json. I still got type of json is unkown.
21,pallets/flask,5658,https://github.com/orgs/pallets/discussions/5658,2024-12-22T00:09:23Z,Q&A,1,Header Issue: Flask Server Not Receiving Custom Headers in Request (SECRET_KEY Issue),"Header Issue: Flask Server Not Receiving Custom Headers in Request (SECRET_KEY Issue) Title: Header Issue: Flask Server Not Receiving Custom Headers in Request (SECRET_KEY Issue) Description: Hello, I am experiencing an issue where my Flask server does not properly receive the SECRET_KEY header sent from the client (Postman, PowerShell, etc.). Despite configuring the Flask application with Flask-CORS and ensuring headers are sent from the client, the server consistently logs the received SECRET_KEY as None, resulting in a 403 Invalid SECRET_KEY response. I have tried multiple debugging approaches, but the issue persists. Below is the detailed information about the setup, code, and error logs. Environment: Operating System: Windows 10 Python Version: 3.11 Flask Version: 2.2.5 Flask-CORS Version: 3.0.10 dotenv Version: 1.0.0 Reproduction Steps: Set up the .env file in the project root directory with the following content: API_SECRET_KEY=mflow1546 Run the following Flask application: import os from flask import Flask, request, jsonify from flask_cors import CORS import logging from dotenv import load_dotenv Load .env file load_dotenv() Get SECRET_KEY from environment variables SECRET_KEY = os.getenv('API_SECRET_KEY', 'default_key') if not SECRET_KEY or SECRET_KEY == 'default_key': print(f""Loaded SECRET_KEY from environment: {SECRET_KEY}"") raise ValueError(""SECRET_KEY is not properly set."") Initialize Flask app app = Flask(name) CORS(app, resources={r""/"": {""origins"": """"}}, supports_credentials=True, allow_headers=[""Content-Type"", ""SECRET_KEY""]) Configure logging logging.basicConfig(level=logging.DEBUG, format='%(asctime)s %(levelname)s: %(message)s') @app.route('/api/save', methods=['POST']) def save_data(): try: # Log all headers for debugging headers = dict(request.headers) logging.debug(f""All Headers: {headers}"")     # Get SECRET_KEY from headers     request_secret = request.headers.get('SECRET_KEY')     logging.debug(f""Received SECRET_KEY: {request_secret}"")      if request_secret != SECRET_KEY:         logging.error(""Invalid SECRET_KEY in request."")         return jsonify({""message"": ""Invalid SECRET_KEY"", ""status"": ""error""}), 403      # Validate Content-Type     content_type = request.headers.get('Content-Type', 'None')     logging.debug(f""Received Content-Type: {content_type}"")      if not content_type or 'application/json' not in content_type:         logging.error(""Invalid or missing Content-Type header."")         return jsonify({""message"": ""Invalid Content-Type. JSON expected."", ""status"": ""error""}), 415      # Parse JSON body     data = request.get_json(silent=True)     if not data:         logging.error(""No JSON data received."")         return jsonify({""message"": ""No JSON data received"", ""status"": ""error""}), 400      logging.info(""Data processed successfully."")     return jsonify({""message"": ""Data received successfully!"", ""status"": ""success"", ""data"": data}), 200 except Exception as e:     logging.error(f""Unexpected error: {str(e)}"")     return jsonify({""message"": ""Internal server error"", ""status"": ""error""}), 500  if name == 'main': print(f""Loaded SECRET_KEY from .env: {SECRET_KEY}"") app.run(debug=True) Use the following Postman setup to send a POST request: URL: http://127.0.0.1:5000/api/save Method: POST Headers: SECRET_KEY: mflow1546 Content-Type: application/json Body (raw, JSON): { ""key"": ""your_key_value"", ""content"": ""This is a valid request"", ""title"": ""Sample Title"" } Alternatively, use the following PowerShell script to send the request: $headers = @{ ""SECRET_KEY"" = ""mflow1546"" ""Content-Type"" = ""application/json"" } $body = @"" { ""key"": ""your_key_value"", ""content"": ""This is a valid request"", ""title"": ""Sample Title"" } ""@ Invoke-RestMethod -Uri ""http://127.0.0.1:5000/api/save"" -Method POST -Headers $headers -Body $body Expected Behavior: The Flask server should receive the SECRET_KEY header correctly. The request should pass validation and return a 200 OK response with the message ""Data received successfully!"". Actual Behavior: The SECRET_KEY received by the server is always None (as logged by the Received SECRET_KEY log). The server consistently responds with a 403 Invalid SECRET_KEY error. Debugging Steps Tried: Verified the .env file is correctly loaded (the correct SECRET_KEY is printed at startup). Ensured the headers in Postman and PowerShell are set properly. Logged all headers received by the Flask server (custom headers like SECRET_KEY are not present). Used Flask-CORS with allow_headers=[""Content-Type"", ""SECRET_KEY""]. Tested with different HTTP clients (Postman, PowerShell, Python requests). Logs: Flask Server Logs: Loaded SECRET_KEY from .env: mflow1546 Loaded SECRET_KEY: mflow1546 2024-12-22 08:21:18,527 WARNING:  * Debugger is active! 2024-12-22 08:21:18,530 INFO:  * Debugger PIN: 181-191-701 2024-12-22 08:12:30,764 DEBUG: All Headers: {'Content-Type': 'application/json', 'User-Agent': 'PostmanRuntime/7.43.0', 'Accept': '/', 'Cache-Control': 'no-cache', 'Postman-Token': 'ff45eb20-073b-43d5-8d99-4c474bbe7ff0', 'Host': '127.0.0.1:5000', 'Accept-Encoding': 'gzip, deflate, br', 'Connection': 'keep-alive', 'Content-Length': '110'} 2024-12-22 08:12:30,765 DEBUG: Received SECRET_KEY: None 2024-12-22 08:12:30,766 ERROR: Invalid SECRET_KEY in request. Questions: Why is the SECRET_KEY header missing from the received headers? Is there an issue with Flask-CORS or how Flask processes custom headers? Are there additional configurations required to properly receive custom headers in Flask? Thank you for your time and assistance!","[1] wrolen: You aren't configuring your CORS Setting properly. You are only allowing headers for ""/"" Try CORS(app, resources={r""/api/*"": {""origins"": ""*""}}, supports_credentials=True, allow_headers=[""Content-Type"", ""SECRET_KEY""]) Basically, need to have the wildcards so that your cors settings aren't too restrictive. May not completely be the issue, I will try to reproducer later and get back with you."
22,pallets/flask,5656,https://github.com/orgs/pallets/discussions/5656,2024-12-12T07:26:31Z,Q&A,2,app.run(debug=True)，会导致flask_sqlalchemy错误!,"app.run(debug=True)，会导致flask_sqlalchemy错误! 开启debug模式后，debug=Ture的时候，flask_sqlalchemy的with self.app.app_context()会重复执行。 例如我写入一条数据 {user:""123"",name:""youname""}, 在debug模式下 with self.app.app_context() 会执行完写入完毕后，会重新执行一次，导致程序退出，提示重复写入！ 我以为是我代码问题，我检查了无数次，都无法找到我代码问题，最后关闭debug模式后，就可以正常使用。 复现办法： app.py: app.run(debug=True) model.py： pass userdb.py: with self.app.app_context(): new_user = userdbmodel(userdb)(user='11eee', name=input(""input"") ) userdb.session.add(new_user) userdb.session.commit() 会出现两次input输入，之后会提示重复后程序停止。 目前只要把app.run(debug=True)改为app.run(debug=False)，例如： app.py: app.run(debug=False) 就只会执行一次，不会报错。","[1] davidism: You're asking why code is running twice when using the debugger. Running the debugger runs the reloader. The reloader reloads at the very start to set things up. Your code executes, then is reloaded and executes again. You need to guard it with the following, similar to the if __name__ == ""__main__"" pattern. from werkzeug.serving import is_running_from_reloader  if not is_running_from_reloader():     # setup code that should only run once  [2] s-v7: @gitDebianD The issue you're experiencing is related to Flask's debug mode (debug=True). When debug mode is enabled, Flask starts an auto-reloader mechanism to monitor changes in the code.... + name == ""main"" Disable the auto-reloader You can keep debug=True but disable the reloader by adding use_reloader=False in app.run() if name ==  'main': app.run(debug=True, use_reloader=False) or ... if name == 'main': with self.app.app_context(): new_user = userdbmodel(userdb)( user='11eee', name=input(""Enter your name: "") ) userdb.session.add(new_user) userdb.session.commit() This ensures that only the main process executes your application logic. Good studies!!!"
23,pallets/flask,5651,https://github.com/orgs/pallets/discussions/5651,2024-11-28T15:29:16Z,Q&A,1,using git submodule in flask,using git submodule in flask From my main flask app.py I call a function in a file foo.py inside a git submodule. Starting flask fails sind it does not understand the imports there. I tried this workaround adding the git submodule folder to sys.path but didn't succeed. ├── app.py ├── git_submodule/ │   ├── foo.py │   ├── some_module/ What is the correct way to make the imports in git submodule accessable to flask?,[1] Kugeleis: works if sys.path.append is don befoere imports
24,pallets/flask,5644,https://github.com/orgs/pallets/discussions/5644,2024-11-19T06:35:42Z,Q&A,1,I am using flask cli. How to callback after run() function?,"I am using flask cli. How to callback after run() function? Literaturly, How??? flask cli take over the __main__. How am I supposed to run something that needs the main guard?","[1] RonnyPfannschmidt: Could you elaborate on what the intent of that code is Depending on that, theres multiple approaches"
25,pallets/flask,5619,https://github.com/orgs/pallets/discussions/5619,2024-10-23T13:41:13Z,Ideas,2,"""flask create-app app-name"" script","""flask create-app app-name"" script I created a script called create-app. It can be used by running flask ""create-app demo-name"" in the terminal. It creates a simple react app with following directory structure: static ├───css ├───img └───js templates app.py config.py .gitignore README.md requirements.txt templates folder has index.html file and css folder has index.css file in it. app.py simply renders index.html. this script also initialises git. It will be a very nice way of setting up flask apps by a single command. I want to contribute this to official flask repo. How can I do that?",[1] tombohub: how do we use this script?  [2] CheeseCake87: This might fit better as a Flask extension.
26,pallets/flask,5616,https://github.com/orgs/pallets/discussions/5616,2024-10-22T12:34:38Z,Q&A,2,Stream response with AsyncGenerator,"Stream response with AsyncGenerator I would need to stream data to the user via an endpoint through a function that returns an AsyncGenerator The idea is as follows: message_route = Blueprint('message_route', __name__, template_folder='templates')  @message_route.route('/message/<string:key>/<string:chat_uuid>', methods=['POST']) async def message(key, chat_uuid):         # [...] Other endpoint logic not helpful in resolving the issue      async def event_stream():         agent_handler = agent.run(input=content['message'])          # stream_events() return an AsyncGenerator[Event, None], so async is necessary         async for ev in agent_handler.stream_events():             if isinstance(ev, MessageOutputEvent):                 print(ev.message)                 yield ev.message         # wait for the process to finish before continuing         response = await agent_handler         print(response)      resp = make_response(event_stream())     resp.mimetype = ""text/event-stream""     resp.set_cookie(key='user_uuid', samesite=""none"", value=""user_123"")     return resp, 200 To be able to handle requests with async/await I installed flask[async] (3.0.3) but when I add async to the message() function I get the error: TypeError: The view function did not return a valid response. The return type must be a string, dict, list, tuple with headers or status, Response instance, or WSGI callable, but it was a coroutine.","[1] CNFeffery: @LorenzoVaccher01 Hello, is there any progress regarding this issue? I encountered a similar problem when trying to integrate the asynchronous streaming agent execution in pydantic-ai through the asynchronous version of flask: Debugging middleware caught exception in streamed response at a point where response headers were already sent. Traceback (most recent call last):   File ""C:\Users\pengz\AppData\Roaming\Python\Python310\site-packages\werkzeug\wsgi.py"", line 256, in __next__     return self._next()   File ""C:\Users\pengz\AppData\Roaming\Python\Python310\site-packages\werkzeug\wrappers\response.py"", line 32, in _iter_encoded     for item in iterable: TypeError: 'async_generator' object is not iterable  [2] avi2413: I ran into a similar issue a while back. I was trying to stream from an async generator via flask.Response, but Flask still expect a sync iterable, so you can’t just pass them an async_generator. As a workaround, I wrapped my async generator in a sync generator and drove it with an event loop....it works, but because Flask is still running under WSGI, the worker is blocked while that loop runs, so you don’t really get the benefits of async. Use this only if you have to! import asyncio from typing import AsyncGenerator, Callable  def stream_helper(async_gen_factory: Callable[[], AsyncGenerator[str, None]]):     def _stream():         loop = asyncio.new_event_loop()         asyncio.set_event_loop(loop)         agen = async_gen_factory()         try:             while True:                 try:                     chunk = loop.run_until_complete(agen.__anext__())                 except StopAsyncIteration:                     break                 yield chunk         finally:             loop.run_until_complete(agen.aclose())             loop.close()      return _stream() Drop in for your case from Flask import Response  @message_route.route('/message/<string:key>/<string:chat_uuid>', methods=['POST']) async def message(key, chat_uuid):     # [...]          return Response(         stream_helper(event_stream()),         content_type=""text/event-stream"",     )"
27,pallets/flask,5612,https://github.com/orgs/pallets/discussions/5612,2024-10-15T13:28:57Z,Q&A,1,Flask+HTML autocomplete extensions for VS Code,"Flask+HTML autocomplete extensions for VS Code Greetings, Are there VS Code extensions that enable autocomplete for Flask+HTML? For example, when typing {% it turns into {% %}.",[1] CheeseCake87: Is this what you're looking for? https://marketplace.visualstudio.com/items?itemName=sugatoray.jinja-extension-pack
28,pallets/flask,5606,https://github.com/orgs/pallets/discussions/5606,2024-09-17T09:17:38Z,Q&A,1,Error: No such command 'db'.,"Error: No such command 'db'. OJ.zip (onlinejudge_env) kimi@KimideMacBook-Air OJ % flask db init  Error: While importing 'run', an ImportError was raised:  Traceback (most recent call last):   File ""/Users/kimi/OJ/onlinejudge_env/lib/python3.9/site-packages/flask/cli.py"", line 218, in locate_app     __import__(module_name)   File ""/Users/kimi/OJ/run.py"", line 3, in <module>     app = create_app()   File ""/Users/kimi/OJ/app/__init__.py"", line 25, in create_app     from app.auth import auth as auth_blueprint   File ""/Users/kimi/OJ/app/auth.py"", line 6, in <module>     from werkzeug.urls import url_parse ImportError: cannot import name 'url_parse' from 'werkzeug.urls' (/Users/kimi/OJ/onlinejudge_env/lib/python3.9/site-packages/werkzeug/urls.py)   Usage: flask [OPTIONS] COMMAND [ARGS]... Try 'flask --help' for help.  Error: No such command 'db'. (onlinejudge_env) kimi@KimideMacBook-Air OJ %","[1] Cycloctane: ""db init"" is not in flask commands. You should use click to define your custom commands. See https://flask.palletsprojects.com/en/3.0.x/cli/ url_parse() is removed from werkzeug in pallets/werkzeug#2768. Just use urllib.parse() instead."
